company name,ticker,sector,year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99
Ford Motor Company,F,Consumer Discretionary,2022,0.00087306,0.000899438,0.000902108,0.00077308,0.000858779,0.051497496,0.000704333,0.000990117,0.001028018,0.000864633,0.001680588,0.093022311,0.001596834,0.000933568,0.000805168,0.000795915,0.000930336,0.001143572,0.002213063,0.00140638,0.001253615,0.000742362,0.26972362,0.002325795,0.001046316,0.001227141,0.000963814,0.000796386,0.004783287,0.001103641,0.000766065,0.00075093,0.000743653,0.000671311,0.000736524,0.000883117,0.00101738,0.165994795,0.00875732,0.000942573,0.000955507,0.000933817,0.002889382,0.000849742,0.000814696,0.001685278,0.000713487,0.000785,0.000797594,0.000738111,0.013149743,0.00087143,0.017795704,0.000682123,0.000858037,0.00085323,0.042080914,0.019992979,0.00079372,0.002680927,0.00182188,0.000656164,0.000971265,0.030131207,0.000783264,0.000910817,0.009756498,0.001544581,0.06898444,0.000997484,0.000816774,0.001004101,0.003070261,0.000747167,0.007891728,0.031631518,0.000758671,0.001076191,0.001352212,0.000777474,0.001136486,0.000813203,0.000949287,0.001001316,0.031824083,0.002343723,0.000740952,0.000936558,0.000800401,0.000702766,0.000770972,0.000979719,0.009049404,0.000803349,0.000760802,0.001052492,0.001792278,0.0012314,0.000800474,0.035756769
McDonald's,MCD,Consumer Discretionary,2024,0.001296176,0.026336941,0.000882819,0.001550026,0.000898178,0.004805978,0.0008804,0.003406889,0.000888419,0.007399362,0.000930382,0.000701863,0.000826221,0.000941634,0.014803358,0.000706256,0.000856782,0.001167373,0.000974054,0.008555996,0.000780594,0.09425043,0.000975764,0.000887209,0.000983866,0.001275129,0.001225107,0.000832201,0.000987181,0.413088038,0.000793521,0.000797094,0.001295601,0.000774653,0.001463922,0.002138797,0.000930166,0.000846943,0.004816999,0.001255475,0.001001754,0.006958042,0.000666685,0.000993833,0.001628066,0.006961913,0.000692736,0.000809493,0.008481602,0.001098788,0.000786581,0.000832892,0.000874894,0.016133378,0.000977322,0.000883422,0.003480901,0.00096752,0.025295355,0.00073024,0.000739684,0.005034182,0.000814439,0.00132939,0.001801244,0.001057352,0.000921043,0.0010168,0.001690394,0.001066034,0.001334689,0.000985847,0.001122756,0.002870142,0.000876408,0.000894029,0.000860972,0.007425635,0.000752238,0.00090667,0.001020359,0.000732984,0.001150975,0.000913443,0.001020312,0.000997538,0.020421115,0.004139889,0.163229421,0.006827341,0.032084931,0.000765244,0.000881978,0.021633061,0.00084105,0.000782588,0.000919659,0.00080985,0.000902866,0.016962235
Signet Jewelers Limited,SIG,Consumer Discretionary,2015,0.045870759,0.026625551,0.008913722,0.019493555,0.000681325,0.000729729,0.000923363,0.001125754,0.001938704,0.000750427,0.000694281,0.00063899,0.026352473,0.000974589,0.000619483,0.000714867,0.000729489,0.000714828,0.000799346,0.000778836,0.014001966,0.001191965,0.001064815,0.022971234,0.000876041,0.02585514,0.014937517,0.000747474,0.0007313,0.000756211,0.000748767,0.016215802,0.000803097,0.000654895,0.000742358,0.002095719,0.008963998,0.000711847,0.002266374,0.000691743,0.000770034,0.001144331,0.000577235,0.001578927,0.000749014,0.00286149,0.078900759,0.000753333,0.002265734,0.003733443,0.000650259,0.000657287,0.000630003,0.015440852,0.000715248,0.000664837,0.000932318,0.000697924,0.024636531,0.000568482,0.001004695,0.000634664,0.000726412,0.00150757,0.000653731,0.106516273,0.000745698,0.001119035,0.000775271,0.033222344,0.005065318,0.000692183,0.00074291,0.000783765,0.011017972,0.000658137,0.000744064,0.002646715,0.000608891,0.00065945,0.000660525,0.000658299,0.000789037,0.000974539,0.001611645,0.026333525,0.000790726,0.000707882,0.00074577,0.064333363,0.257847901,0.018020089,0.000972479,0.018362942,0.000769977,0.000993984,0.000713583,0.011312337,0.001300514,0.025549408
Lennar,LEN,Consumer Discretionary,2017,0.002686493,0.000986381,0.000777666,0.000776833,0.000792829,0.000850656,0.00068133,0.000969676,0.006107565,0.004410223,0.390844288,0.000781973,0.016269511,0.000758992,0.002312863,0.001604565,0.000955676,0.000786122,0.000787198,0.000871162,0.027487854,0.026360912,0.000895703,0.000677019,0.001571819,0.001099821,0.00603878,0.001083893,0.000794545,0.000890902,0.011136559,0.000710135,0.000924086,0.008222892,0.000830413,0.000821245,0.000845147,0.000758905,0.00096522,0.001024639,0.009059388,0.000953295,0.001357363,0.001204802,0.000784021,0.000735305,0.037461588,0.000743734,0.000764782,0.130008093,0.000686633,0.000703995,0.001085629,0.016751531,0.012642749,0.00075605,0.024000258,0.00075574,0.011726675,0.000675158,0.001173323,0.000725926,0.00083047,0.013087552,0.000681994,0.081361574,0.001211776,0.000994512,0.001105487,0.009655414,0.000822649,0.000772181,0.000901359,0.000699105,0.000782119,0.002171351,0.00065748,0.012422417,0.001037267,0.000755555,0.000848118,0.007173019,0.000978597,0.000627325,0.02541409,0.007215435,0.000769942,0.000782959,0.000811032,0.007493532,0.000936507,0.000820911,0.000863325,0.000766854,0.001365561,0.000905455,0.008215756,0.006087913,0.001790602,0.013274278
"Tesla, Inc.",TSLA,Consumer Discretionary,2020,0.000882137,0.000895218,0.0007242,0.00100953,0.000804264,0.001048736,0.000795483,0.001034174,0.001279722,0.000866107,0.00103658,0.697141344,0.001090215,0.007662032,0.002095825,0.003196898,0.011876818,0.001907619,0.001863044,0.001276222,0.001326731,0.000836844,0.003224018,0.000752562,0.007769255,0.000921363,0.000929075,0.000886696,0.006004721,0.000887968,0.003417423,0.000716096,0.000881212,0.000905677,0.000799407,0.000905753,0.001001043,0.03000345,0.022704961,0.000911894,0.000806937,0.000965677,0.000701654,0.000986998,0.000810913,0.000984391,0.000834122,0.00084587,0.000943642,0.001724384,0.000924818,0.000831426,0.001244887,0.000905911,0.000816536,0.000770383,0.000983286,0.001118622,0.000971452,0.000899492,0.000904849,0.000714536,0.000881913,0.000912094,0.005633673,0.000822609,0.001239261,0.00101121,0.001229798,0.000795735,0.001095254,0.000901676,0.004343518,0.020490027,0.000813712,0.001210088,0.001166474,0.00136934,0.004681891,0.000871358,0.001017632,0.00105804,0.062214419,0.000697713,0.001087941,0.003827928,0.000851064,0.000934298,0.000814108,0.000847781,0.000869592,0.000911862,0.016675585,0.002466421,0.000797693,0.000804067,0.003437289,0.000766445,0.004498058,0.000989329
Harley-Davidson Inc.,HOG,Consumer Discretionary,2018,0.001484606,0.001073755,0.001183162,0.033542593,0.000759486,0.001910014,0.000773493,0.000868144,0.013152101,0.000837706,0.000774486,0.001206136,0.000844245,0.000839138,0.000922627,0.000738928,0.005398071,0.0664261,0.016230769,0.000795608,0.000853216,0.000841591,0.001574227,0.002786129,0.002240087,0.102794038,0.001158777,0.00210096,0.000979341,0.001288955,0.001536992,0.000719453,0.012639339,0.000765833,0.006909012,0.000874647,0.11722006,0.014478036,0.01448935,0.000886939,0.001055384,0.001399179,0.001204647,0.00157737,0.001729523,0.000755586,0.000715464,0.000880795,0.000821483,0.000848353,0.000761151,0.000742398,0.001693808,0.003225389,0.000960402,0.000857503,0.001061931,0.024933942,0.000997026,0.01970278,0.002961491,0.000739821,0.000855478,0.001511199,0.000811761,0.000937703,0.097513036,0.001035372,0.000789186,0.003839538,0.022518673,0.00129342,0.059216847,0.086565045,0.000822114,0.001021841,0.000680941,0.003872148,0.000802218,0.000790424,0.002644693,0.003897906,0.000870698,0.000934156,0.001485594,0.0031072,0.000763435,0.030942803,0.000907228,0.000813962,0.001351362,0.071412287,0.000869213,0.015389213,0.000861476,0.00083375,0.000814493,0.063748491,0.000814509,0.006137012
Ford Motor Company,F,Consumer Discretionary,2016,0.001130112,0.000738662,0.006007135,0.01189566,0.000609662,0.000605657,0.000608655,0.007503149,0.000753342,0.004932112,0.000826105,0.001391,0.036565277,0.000750968,0.000859458,0.000619117,0.039729153,0.000871737,0.000646666,0.01011061,0.002548971,0.00068082,0.553254348,0.000561822,0.013918484,0.002260372,0.00104352,0.000781261,0.00473234,0.00084979,0.000574628,0.000593458,0.000612842,0.000591013,0.000646754,0.000740373,0.001065238,0.000989844,0.003926691,0.000665475,0.00235484,0.000794342,0.001079263,0.001004725,0.019303135,0.006803952,0.000564801,0.00070782,0.007067304,0.000689698,0.000647865,0.000722385,0.000590335,0.000549659,0.001183678,0.002244918,0.000678025,0.017071464,0.00081683,0.002713572,0.013402571,0.000568252,0.004220423,0.000791457,0.000586304,0.000795306,0.000775567,0.003611109,0.009290686,0.016697546,0.000738536,0.000668452,0.000706148,0.009997977,0.004460974,0.000956601,0.001481656,0.000559348,0.000565933,0.002750434,0.044191332,0.000898465,0.001037333,0.000568462,0.000912695,0.003927435,0.000639325,0.032815132,0.000668939,0.00057696,0.000623215,0.007974554,0.000629911,0.015826111,0.000752317,0.001320784,0.002716586,0.023115229,0.000647717,0.000751326
Caesars Entertainment,CZR,Consumer Discretionary,2021,0.000741581,0.001023454,0.002809987,0.00073114,0.002068424,0.000750732,0.000674372,0.021861659,0.000786237,0.000966819,0.000722566,0.000738077,0.001197623,0.000741158,0.000938823,0.000653443,0.000825433,0.000806986,0.001053045,0.003889648,0.001441834,0.06661033,0.000784295,0.000650677,0.000660765,0.000937596,0.000711533,0.001361993,0.000856317,0.000767515,0.003368958,0.07318916,0.003062826,0.000697123,0.00073409,0.000685486,0.00076368,0.000709828,0.021666715,0.000826155,0.000862987,0.000765003,0.000876692,0.008710855,0.000771706,0.00231368,0.000656599,0.000669889,0.000686964,0.008073984,0.000660597,0.000678554,0.000733426,0.006215671,0.000745896,0.000767289,0.00094614,0.000757612,0.003608087,0.000689686,0.000734361,0.00066407,0.000738286,0.000788158,0.008047505,0.016461156,0.00079009,0.001118828,0.000841022,0.000873833,0.00078635,0.005819638,0.000718545,0.000697979,0.00251716,0.00080429,0.000743686,0.000657376,0.000665572,0.000693635,0.00079883,0.000974079,0.000841832,0.026884657,0.615578522,0.000894568,0.010780619,0.000712107,0.000771502,0.00068297,0.000786366,0.00849532,0.014221579,0.002700772,0.00067696,0.000668192,0.000699496,0.000715403,0.001304945,0.000990345
Chipotle Mexican Grill,CMG,Consumer Discretionary,2020,0.000838588,0.111873747,0.000724352,0.000761352,0.000774639,0.00079346,0.000815015,0.000926113,0.000758585,0.000757786,0.00764005,0.000860437,0.000685201,0.000789218,0.001312902,0.00065941,0.000765738,0.002526056,0.00068873,0.00121489,0.000769535,0.450509149,0.000819672,0.010323101,0.000725131,0.002720839,0.000742714,0.00206194,0.003589412,0.034165256,0.000676873,0.000671591,0.000817492,0.001270892,0.000770219,0.001458635,0.000816339,0.002956061,0.005922133,0.002155958,0.000707377,0.000773024,0.000837989,0.000707887,0.000763424,0.000813239,0.000705418,0.00069358,0.006786706,0.003692031,0.000714727,0.00069953,0.000643614,0.008972128,0.000695819,0.000688883,0.002547192,0.000738768,0.030540066,0.008646873,0.000680966,0.004801529,0.000703411,0.020300034,0.123650486,0.000651922,0.000780591,0.002063646,0.000815249,0.001117109,0.001043103,0.000743554,0.000733183,0.000677842,0.000721286,0.000901145,0.000697938,0.000641884,0.001435234,0.000726851,0.000758936,0.000800067,0.000762751,0.000598098,0.000957056,0.002831443,0.007267891,0.000746224,0.012973782,0.001715016,0.027092082,0.021018021,0.000786183,0.017999593,0.000741474,0.000859255,0.000789956,0.00058091,0.000751831,0.004604983
Ralph Lauren Corporation,RL,Consumer Discretionary,2022,0.000895918,0.000773478,0.000638098,0.000657127,0.000657458,0.000757114,0.000628211,0.00064841,0.000605576,0.000609666,0.004153275,0.000602449,0.0029768,0.000650004,0.00066834,0.000606673,0.000668781,0.000614819,0.000647093,0.000607633,0.000791283,0.000760573,0.000650616,0.000601493,0.00088602,0.640267746,0.000630406,0.000648906,0.000652,0.000943456,0.000647362,0.000585301,0.000797571,0.000556842,0.000642919,0.000696739,0.000778371,0.000793983,0.002198853,0.000710366,0.001394312,0.000642599,0.000563215,0.000632751,0.00087528,0.000906492,0.00054675,0.000616325,0.003329766,0.000626334,0.001737591,0.002565578,0.00363657,0.00100275,0.000768442,0.000607153,0.001512414,0.010661737,0.000703804,0.006294376,0.000871272,0.000628562,0.00089829,0.000764467,0.035716034,0.00063186,0.000753821,0.000593487,0.003077532,0.000761791,0.049689506,0.000855637,0.00088552,0.00070085,0.000902372,0.024287791,0.000686561,0.001146799,0.000568849,0.000611937,0.00073373,0.001927498,0.000588853,0.069289934,0.000746911,0.000653733,0.000614646,0.00088035,0.000669037,0.057473411,0.001928277,0.000611715,0.004292561,0.000563897,0.00060144,0.002335163,0.000713272,0.000642398,0.001567249,0.014201023
Ralph Lauren Corporation,RL,Consumer Discretionary,2020,0.000779685,0.00738702,0.000736249,0.000651343,0.000751139,0.000741581,0.00062196,0.004154628,0.000853885,0.000773383,0.020368685,0.000637547,0.003609061,0.000684231,0.012734899,0.00229157,0.00083286,0.000672528,0.000677942,0.000822985,0.000988288,0.01081167,0.000740963,0.000962261,0.000619674,0.458031777,0.000865179,0.000717501,0.001210205,0.00085197,0.000681823,0.000602738,0.00324788,0.000587707,0.001123914,0.000695102,0.000744463,0.000729629,0.005422462,0.001017142,0.001064008,0.001070976,0.008221644,0.000840093,0.002359129,0.000874323,0.000574013,0.000713171,0.013708221,0.00075026,0.001131459,0.000816508,0.000999757,0.013259595,0.0008392,0.000641835,0.000946496,0.00831632,0.000729326,0.000602289,0.000722035,0.000642526,0.000786886,0.015746073,0.150921042,0.000615199,0.000668268,0.021168113,0.000826985,0.000753806,0.004533121,0.000673917,0.000898198,0.000979637,0.00066917,0.000767447,0.000673064,0.002450434,0.000668534,0.000631681,0.001315244,0.000598541,0.005268836,0.010385713,0.000891407,0.000640465,0.000631293,0.004374715,0.000635127,0.019916665,0.124642561,0.000616949,0.001040412,0.00763894,0.0007748,0.000714097,0.001053648,0.000655549,0.0016193,0.000895451
Philip Morris International,PM,Consumer Staples,2018,0.001237749,0.001017516,0.001679655,0.025178724,0.000977841,0.001201615,0.001126358,0.001214831,0.001258537,0.001478133,0.002947367,0.000889511,0.008715218,0.001338858,0.001914152,0.000883236,0.0011142,0.001333727,0.001576334,0.011830295,0.001052448,0.001169738,0.001219329,0.004027556,0.001880792,0.056678926,0.031794814,0.029698829,0.001211453,0.001780444,0.000990589,0.000909086,0.001210434,0.000952615,0.001311543,0.395281093,0.001493293,0.000829512,0.001510184,0.001031756,0.001438282,0.031679955,0.003053912,0.003069787,0.001188079,0.001709489,0.00092559,0.008215447,0.003878175,0.000972928,0.000820975,0.000974728,0.000947274,0.001140358,0.0255261,0.001055266,0.024889203,0.001128049,0.007304006,0.001722821,0.002133967,0.000874813,0.001052596,0.001649996,0.000851433,0.00533422,0.00091719,0.001560758,0.00127783,0.068242697,0.003702096,0.059597367,0.00131134,0.001173534,0.001029434,0.000971796,0.000946089,0.001136941,0.000876514,0.000969376,0.001193379,0.001072426,0.001032395,0.005782203,0.036751898,0.001262477,0.000906083,0.01039201,0.000997923,0.000913089,0.009607341,0.001056151,0.000952593,0.021968059,0.00123594,0.010911515,0.000979522,0.008229552,0.001234001,0.001322741
Kroger,KR,Consumer Staples,2015,0.027400307,0.001205787,0.001127888,0.000967277,0.000836713,0.000871664,0.005721491,0.001068068,0.000917338,0.028989743,0.001272355,0.000784708,0.001457319,0.128270194,0.000783868,0.016240888,0.000886333,0.000946856,0.000828354,0.000860533,0.010889635,0.000866354,0.066418741,0.002613401,0.000920483,0.000984072,0.000958493,0.000938047,0.000865037,0.001089046,0.004329114,0.005254759,0.000972286,0.001098982,0.00928435,0.000977417,0.001053062,0.000797887,0.001531733,0.001016844,0.008533245,0.001075652,0.00071004,0.000972191,0.000922292,0.000806431,0.012178466,0.000803863,0.000976586,0.001229684,0.000893294,0.000856114,0.000878443,0.00078068,0.016675358,0.001035099,0.001846822,0.000892756,0.001164908,0.001670716,0.000809784,0.004387636,0.000876825,0.003812585,0.000915917,0.001516014,0.000864387,0.002278403,0.079039228,0.001217864,0.034760002,0.000972279,0.000875306,0.000854431,0.004131548,0.000876163,0.000829443,0.000719979,0.001231956,0.003900346,0.000879211,0.000870319,0.020154907,0.000776109,0.001261805,0.000800955,0.06007907,0.000997503,0.000861135,0.058376924,0.305419968,0.001021226,0.000856449,0.001622532,0.000872171,0.00090014,0.000865245,0.007378191,0.000840754,0.001095222
Dollar General,DG,Consumer Staples,2015,0.01912973,0.00109389,0.001827812,0.000917981,0.000926533,0.027679404,0.004489843,0.000912813,0.000916357,0.0011863,0.001970664,0.00086991,0.009974703,0.001011594,0.003395997,0.000853259,0.000918644,0.000925281,0.001234616,0.001049247,0.102976337,0.011291,0.001102553,0.004521215,0.000926487,0.001217907,0.001485282,0.013804983,0.000892932,0.00116292,0.000814908,0.000845843,0.001252381,0.000923429,0.010094948,0.000936744,0.029582409,0.000927354,0.000935507,0.001265103,0.001043737,0.023026372,0.000939995,0.00109917,0.004706178,0.009148059,0.000773799,0.00088401,0.000956077,0.000923715,0.002775453,0.00104884,0.001385009,0.002089729,0.0128649,0.000967418,0.00209314,0.000913828,0.001164931,0.000804948,0.00085041,0.000749646,0.00163827,0.009768336,0.000854063,0.00116794,0.001228563,0.0011403,0.001275055,0.001188713,0.41549602,0.00104753,0.001749411,0.000834458,0.000911733,0.001355649,0.000844202,0.003299687,0.00079183,0.000875582,0.001122021,0.000939684,0.004964271,0.000767297,0.000929394,0.001060067,0.000884802,0.001119676,0.000860369,0.012465159,0.134571485,0.000844008,0.001017161,0.017892439,0.000979169,0.001033823,0.00098528,0.000833425,0.001500154,0.030308791
Walmart,WMT,Consumer Staples,2021,0.000373724,0.350731662,0.000283435,0.000292346,0.000292747,0.000335168,0.000253572,0.000331278,0.000266378,0.000311539,0.007830826,0.004197059,0.021016185,0.000424453,0.001797172,0.005442006,0.001065579,0.000336152,0.002098901,0.000331073,0.000287353,0.000409809,0.002950058,0.006878849,0.000266049,0.001559965,0.000387223,0.006709168,0.00074647,0.022276005,0.002692212,0.000240331,0.002099364,0.000306806,0.033835671,0.000468586,0.002413432,0.000706123,0.022268106,0.009461499,0.002313872,0.000318843,0.003921092,0.000277452,0.000303983,0.000605347,0.001586915,0.000373696,0.014149092,0.000277057,0.000294158,0.000286617,0.000404718,0.000382849,0.000345179,0.00031256,0.129292546,0.000343386,0.007915547,0.000312627,0.002298254,0.000226824,0.000319202,0.011184359,0.041497619,0.000313205,0.000276628,0.000361516,0.000463815,0.000436903,0.093171341,0.000328957,0.000319718,0.001739642,0.002720777,0.001961038,0.000292705,0.004143736,0.000248456,0.00027186,0.033487311,0.001066325,0.000319691,0.00738288,0.000534247,0.000360006,0.01162422,0.000514972,0.003382262,0.00026848,0.028247641,0.00984708,0.004545041,0.001003832,0.000300786,0.000278714,0.007908064,0.000245568,0.046716462,0.00039799
Target Corporation,TGT,Consumer Staples,2014,0.001885621,0.539116047,0.00077163,0.000767724,0.000718728,0.001082941,0.015777405,0.001412544,0.000788473,0.001093703,0.011787406,0.000618909,0.000717734,0.000946476,0.000667798,0.001172107,0.007295227,0.000777023,0.000788642,0.00082918,0.000776785,0.001518069,0.000818408,0.009244652,0.000686572,0.002600301,0.000699544,0.000870236,0.005165076,0.000882801,0.000695912,0.007143696,0.000805385,0.000665144,0.008098689,0.000766765,0.000884786,0.000698988,0.001379811,0.000810077,0.000995373,0.001499287,0.000575091,0.000698784,0.000781162,0.004632318,0.000669519,0.000678689,0.000740572,0.000886353,0.001703265,0.000784002,0.000674007,0.019826144,0.000736473,0.000681387,0.001647215,0.000754402,0.000843014,0.001983501,0.000680499,0.00445405,0.000989396,0.001301977,0.000901135,0.000865731,0.000706416,0.000687921,0.005085162,0.001077245,0.001245961,0.000727159,0.000817922,0.000673398,0.000665419,0.000836196,0.008956387,0.000591341,0.000664485,0.000806168,0.000804117,0.000672538,0.000891592,0.000777992,0.008263446,0.005575732,0.030197007,0.0008065,0.000805863,0.003868124,0.185849489,0.00070123,0.013764304,0.032566372,0.000755539,0.000756356,0.001128474,0.000677931,0.001443877,0.000941977
Molson Coors Beverage Company,TAP,Consumer Staples,2023,0.00172957,0.001145077,0.004598375,0.000889387,0.000996006,0.00093738,0.000796074,0.00091441,0.000861188,0.000830042,0.000893192,0.000749159,0.00617922,0.001001982,0.000748405,0.000787908,0.022724527,0.001025783,0.001467573,0.000898446,0.000770823,0.000893841,0.000977069,0.000882657,0.000833745,0.07984503,0.001034123,0.000978499,0.000975932,0.000956378,0.000780319,0.001187801,0.008025945,0.000934828,0.000967548,0.000891075,0.05138648,0.000902138,0.001987419,0.000791566,0.000941507,0.001358161,0.012821825,0.000928344,0.007159536,0.000960838,0.000745853,0.000764352,0.026730114,0.00087404,0.000801388,0.000830647,0.000809814,0.011572992,0.000837224,0.000807409,0.00111014,0.001110565,0.053622512,0.000703942,0.001196903,0.01086825,0.003613083,0.001539158,0.007515091,0.00097686,0.000884133,0.013377816,0.026444014,0.447771158,0.001546869,0.007645715,0.001153821,0.00084738,0.009762371,0.006111463,0.005349164,0.000959281,0.000755436,0.000890687,0.000985938,0.003045425,0.001270309,0.015972317,0.001205588,0.001079966,0.000861184,0.000943677,0.000914438,0.001093867,0.004464108,0.017309686,0.000810544,0.003545772,0.000842665,0.000880443,0.0009587,0.001488157,0.000930987,0.06051945
Campbell Soup Company,CPB,Consumer Staples,2014,0.076888169,0.000980122,0.000697165,0.018335638,0.000601551,0.000578457,0.030592733,0.000576493,0.001310852,0.000621569,0.002205886,0.000565882,0.00061624,0.000613996,0.00080573,0.000636878,0.000588354,0.007139059,0.007492815,0.000667289,0.000638394,0.000817486,0.001012888,0.000543939,0.000908732,0.000839589,0.001066328,0.00064416,0.000568207,0.00111169,0.00828647,0.00055223,0.000731405,0.000546661,0.000707017,0.002448939,0.010315727,0.000575469,0.003228913,0.005340144,0.000830134,0.005206787,0.002166852,0.000861222,0.000620888,0.000535316,0.000608146,0.000599004,0.000689845,0.000622344,0.000542825,0.00057324,0.000563139,0.025949939,0.000777848,0.000581063,0.001061416,0.00065627,0.003053626,0.002520338,0.000584033,0.000576475,0.00061707,0.006030967,0.000547736,0.000734667,0.000849013,0.009387348,0.03931164,0.321132928,0.015843665,0.000623562,0.000668012,0.000653417,0.000678343,0.001032189,0.000524643,0.000671595,0.000902398,0.000521331,0.000766083,0.000845373,0.000724648,0.000544669,0.000582366,0.000622727,0.019090745,0.000712223,0.057374124,0.10786499,0.020437684,0.000559155,0.003012569,0.00240095,0.001542426,0.002524628,0.0007461,0.129316391,0.000686544,0.00533507
Clorox,CLX,Consumer Staples,2015,0.000785923,0.000687812,0.000745005,0.000706925,0.00061047,0.000813616,0.000882964,0.000729637,0.000772376,0.000653767,0.008403746,0.000552412,0.000739279,0.00103812,0.000576131,0.011790567,0.00066871,0.000655532,0.000601756,0.003332586,0.000890996,0.003869272,0.000742294,0.000583938,0.00064733,0.000700667,0.000680633,0.000675128,0.000674742,0.000674277,0.000598003,0.001311004,0.000626575,0.000690587,0.004387001,0.000963208,0.000720433,0.000551999,0.000725331,0.000783852,0.000657868,0.000603336,0.001809982,0.000816586,0.000639143,0.000574119,0.002147466,0.000613588,0.000737177,0.00068621,0.000723538,0.000584017,0.000576346,0.000548338,0.000564446,0.000692197,0.00080712,0.000803136,0.000714236,0.008515778,0.000602899,0.000547773,0.000628864,0.000807236,0.000661789,0.000654146,0.00073517,0.000666618,0.01092138,0.458108905,0.001737559,0.000721534,0.000670262,0.000850081,0.010286732,0.000712948,0.00057369,0.000525518,0.184126145,0.000632533,0.000620505,0.001015912,0.002487639,0.000688278,0.000697228,0.000626446,0.003381792,0.000830214,0.000601823,0.191758608,0.000655636,0.002839125,0.00055937,0.000595088,0.000604007,0.000822426,0.000565067,0.031273052,0.000659718,0.002487052
PepsiCo,PEP,Consumer Staples,2018,0.039471331,0.039174115,0.013479322,0.066421023,0.001036332,0.001278335,0.030481052,0.000950909,0.000896647,0.000948345,0.014241106,0.000892117,0.00121566,0.000962744,0.001002045,0.000917101,0.0011949,0.003054864,0.001076113,0.001058688,0.001103798,0.000925717,0.001165837,0.000839991,0.00093677,0.111076597,0.000910002,0.003429591,0.00116781,0.001577378,0.008537935,0.000890122,0.001570175,0.000905873,0.017913822,0.001000326,0.001222415,0.001012137,0.001399161,0.001282183,0.041765024,0.00107539,0.000772847,0.001028587,0.001429592,0.001566696,0.003542062,0.000870973,0.000990124,0.0010224,0.00083077,0.019734121,0.000906737,0.008132874,0.011956701,0.004961513,0.001252939,0.001139967,0.000919919,0.000789554,0.000890299,0.001775899,0.00106206,0.119886226,0.000969935,0.001034129,0.001020883,0.002651807,0.001379982,0.124110565,0.001161347,0.001066552,0.001048467,0.000840602,0.001159701,0.017253097,0.000897222,0.012615752,0.000861411,0.004530915,0.001122477,0.004729391,0.000960595,0.00939533,0.000986402,0.00097328,0.040711467,0.116808436,0.00091404,0.000853823,0.001503843,0.000976502,0.0009509,0.000831612,0.002992171,0.001183194,0.002457813,0.001090361,0.001060811,0.029971525
Colgate-Palmolive,CL,Consumer Staples,2019,0.00118402,0.001033574,0.001212319,0.00104912,0.000964725,0.0009378,0.072034898,0.000864788,0.000862763,0.000982671,0.007280653,0.00079236,0.013884481,0.000908571,0.000943804,0.059519428,0.000936229,0.000813087,0.000887258,0.000885896,0.000791962,0.001230425,0.001027594,0.00313421,0.0008416,0.115803655,0.000928393,0.000901742,0.003014653,0.001459544,0.003565563,0.000790717,0.000852466,0.000834549,0.003438985,0.001024302,0.001328951,0.000923831,0.001110224,0.002139839,0.001018964,0.005970876,0.001176764,0.000876102,0.001627089,0.000862934,0.003710326,0.000873287,0.001943879,0.000933568,0.000787816,0.001060782,0.00090596,0.000830543,0.0011416,0.000986298,0.001426492,0.024907865,0.000886023,0.002903697,0.015993593,0.000723016,0.000909327,0.056040153,0.000934517,0.002261266,0.000793138,0.000960728,0.001143265,0.321887368,0.001049211,0.000933352,0.001005974,0.014748707,0.001887725,0.00145058,0.0008659,0.003508784,0.000801575,0.038711398,0.001209669,0.000755313,0.000891655,0.000765952,0.00094635,0.004017437,0.00723771,0.12866485,0.000943881,0.000805634,0.000904226,0.004698528,0.000857144,0.004279199,0.003517038,0.001262646,0.001055009,0.000850492,0.000823702,0.000951476
