company name,ticker,sector,year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99
BNY Mellon,BK,Financials,2019,0.001058759,0.000908073,0.000851488,0.017604278,0.000867085,0.006521361,0.010614876,0.000896254,0.00132154,0.00100823,0.000773813,0.000843791,0.000811909,0.000845404,0.000830795,0.000743146,0.000875599,0.000995287,0.000887723,0.01679629,0.000791221,0.000828222,0.001150824,0.000769278,0.001082875,0.00115614,0.000905313,0.000907627,0.000984433,0.000877766,0.000860096,0.000771476,0.001058959,0.000823177,0.000869876,0.000970916,0.000904737,0.000799479,0.003250615,0.052965914,0.000854874,0.001330621,0.000781809,0.307010362,0.001127726,0.001273704,0.000788607,0.000762629,0.001086326,0.000826113,0.000773355,0.00118399,0.029507014,0.000741289,0.000836167,0.308752133,0.082937576,0.000925454,0.00093548,0.002084047,0.000815631,0.000730615,0.002590303,0.023515556,0.000816254,0.001275201,0.009368774,0.001074529,0.000897072,0.008059967,0.00085671,0.000878674,0.001326623,0.000779512,0.000969223,0.000986891,0.000829418,0.001380988,0.000765116,0.000846693,0.000894226,0.000800918,0.000926164,0.000763365,0.00187277,0.000910055,0.001025929,0.012197044,0.000949809,0.000776525,0.000879895,0.00078212,0.000886445,0.012847223,0.000828707,0.000978641,0.000853852,0.001665737,0.016168961,0.000923944
Baxter International,BAX,Health Care,2016,0.068894285,0.000945632,0.001103818,0.006489577,0.000912415,0.001791981,0.001314646,0.001545312,0.002596002,0.013224095,0.000935495,0.000838687,0.000897874,0.001135299,0.0008733,0.018326892,0.010862318,0.003367395,0.001551321,0.003334452,0.000969897,0.000932359,0.001531146,0.000884974,0.001043123,0.001186149,0.039393295,0.001293712,0.000984965,0.001519547,0.000923991,0.009589173,0.001407163,0.076095948,0.001087362,0.00099905,0.001005614,0.000912843,0.000959164,0.001098587,0.001308426,0.001352484,0.000913052,0.007580026,0.001312338,0.001037952,0.000897138,0.001173498,0.055353557,0.001351799,0.000902276,0.001627228,0.001396017,0.003077128,0.001017558,0.000981606,0.001206722,0.001838771,0.004512467,0.00360827,0.000969209,0.005064623,0.001018699,0.044311426,0.00087794,0.001090869,0.000993234,0.001316074,0.001153754,0.007226365,0.001093425,0.000913336,0.001975259,0.001159115,0.001218198,0.000963183,0.000885341,0.004462749,0.001102406,0.001203548,0.016788067,0.002480144,0.001224146,0.039103228,0.001103591,0.005375426,0.001017512,0.32361741,0.000918128,0.000946491,0.001086284,0.000914998,0.000919961,0.005949284,0.050800628,0.001394944,0.001046147,0.001397317,0.002304174,0.085406192
Johnson & Johnson,JNJ,Health Care,2024,0.127532319,0.000854251,0.000859689,0.000855982,0.000877754,0.01506244,0.001125157,0.001354766,0.000943835,0.002632165,0.003988814,0.000720418,0.000725373,0.001032071,0.001412122,0.013996759,0.000830695,0.000848062,0.003294309,0.001740282,0.000783207,0.00074641,0.000932939,0.000773925,0.001055273,0.001260242,0.001005787,0.127222058,0.000824723,0.000925528,0.000748041,0.000802849,0.000967648,0.000888422,0.001228431,0.00627388,0.001033158,0.00077706,0.000795781,0.000759915,0.001109411,0.074909387,0.000766217,0.00385518,0.004315249,0.001328519,0.000676441,0.027305495,0.001208182,0.000897588,0.000791117,0.0012725,0.011631258,0.00305401,0.001227502,0.000791289,0.001056425,0.000891749,0.000873756,0.002979171,0.000822702,0.000937029,0.000796406,0.000800958,0.000792673,0.001520287,0.000806524,0.011126976,0.000879257,0.00530596,0.000779775,0.000885378,0.0011217,0.005942683,0.00108156,0.000885045,0.000846244,0.000669098,0.000695528,0.000842902,0.001264195,0.00104488,0.014405375,0.000999412,0.000771083,0.000868724,0.000800627,0.099558395,0.090607028,0.00073343,0.000849349,0.001339466,0.000764631,0.000948772,0.234384265,0.006047012,0.000887724,0.001185297,0.001251374,0.032317286
Biogen,BIIB,Health Care,2017,0.004885439,0.00751513,0.000803936,0.00972819,0.000839377,0.001648113,0.000835283,0.001125608,0.000954394,0.000856475,0.000970259,0.00081704,0.002019932,0.002156723,0.002894855,0.000823863,0.011190385,0.000878517,0.000923881,0.000885778,0.003406018,0.000977341,0.000948014,0.001274446,0.000921007,0.001066829,0.030823832,0.002503638,0.000940258,0.000968056,0.000851883,0.000763374,0.001819612,0.005252427,0.001141079,0.006078948,0.000810283,0.000823523,0.000997475,0.006277879,0.000912577,0.001367004,0.00103299,0.001098702,0.010943908,0.001067094,0.000851525,0.001049167,0.000894196,0.001035688,0.000874965,0.000861161,0.001496152,0.006348389,0.014540835,0.000901638,0.001240288,0.000830329,0.000894204,0.002370977,0.005471648,0.000826305,0.000910776,0.019360435,0.000786517,0.00099016,0.000954546,0.020527365,0.004333971,0.000902679,0.00089497,0.000952559,0.03778919,0.000802977,0.000975121,0.001712321,0.000860287,0.003046611,0.002494243,0.000778411,0.000912335,0.000763934,0.000991028,0.000725522,0.000922107,0.002061841,0.000799344,0.011644156,0.000913696,0.000863087,0.000976248,0.000815514,0.001074979,0.008471777,0.667922315,0.01322465,0.004147909,0.000957543,0.001059995,0.003370041
Illumina Inc.,ILMN,Health Care,2023,0.02928392,0.001162788,0.001074008,0.001423169,0.001671855,0.01082855,0.001133581,0.001289979,0.001273507,0.003122143,0.001289055,0.00113617,0.001801558,0.001220196,0.00365967,0.001040766,0.00135014,0.001471541,0.001927163,0.001306508,0.001152078,0.001220865,0.001416497,0.006976262,0.001584761,0.001380426,0.061242508,0.121509734,0.001351891,0.001623212,0.001527327,0.00105057,0.001335444,0.001174788,0.007768808,0.001362478,0.00128894,0.001313078,0.001416889,0.001498086,0.004270878,0.024475233,0.001330151,0.001295037,0.00188607,0.014225498,0.001098609,0.001775388,0.035938958,0.010874757,0.001144599,0.0010845,0.00170793,0.017680829,0.00718697,0.00114157,0.071214704,0.002617062,0.00119705,0.001917181,0.001733282,0.00277428,0.001326465,0.034755246,0.020177149,0.001566619,0.001036707,0.001686626,0.00150004,0.002086897,0.001181923,0.002132636,0.296102827,0.00525938,0.001937008,0.004307549,0.001168675,0.001652477,0.001203175,0.02251264,0.001208797,0.001134004,0.001461747,0.006223193,0.001251068,0.001815805,0.001163946,0.001731826,0.00112213,0.001108222,0.001131265,0.001207482,0.001254254,0.016199751,0.018384299,0.038818302,0.002279309,0.001213572,0.001909326,0.001556221
Danaher Corporation,DHR,Health Care,2017,0.016248387,0.001809061,0.001965374,0.000933949,0.00087921,0.039642982,0.011951057,0.003510315,0.000917052,0.001072651,0.001183377,0.000877664,0.00974966,0.000909996,0.00319822,0.000773976,0.001144221,0.035439703,0.001042902,0.001205088,0.003135109,0.001344802,0.001025737,0.010097025,0.003559219,0.003040318,0.00141298,0.001460915,0.000959322,0.001271385,0.000898461,0.000849569,0.00097834,0.004635289,0.006925785,0.005379744,0.001026137,0.000933403,0.001007114,0.001064556,0.001044369,0.013378049,0.000785754,0.000931144,0.001282275,0.001942848,0.000808341,0.000943724,0.523739199,0.000900034,0.011943625,0.022158056,0.001219291,0.009135535,0.001089633,0.000897373,0.001374028,0.001373001,0.001239795,0.001326057,0.001081388,0.000811428,0.001153683,0.001039844,0.00122274,0.001164881,0.000855876,0.019230869,0.004184375,0.001388685,0.0009554,0.000898373,0.002571787,0.005048635,0.001029065,0.002589246,0.000850812,0.003695654,0.002370196,0.020049522,0.011269474,0.009807468,0.001065764,0.000765786,0.001468738,0.000919052,0.007071084,0.001420078,0.020569051,0.000872735,0.000991455,0.006582695,0.000962272,0.043344101,0.004017369,0.013710061,0.001270441,0.01611435,0.000921917,0.001691464
Intuitive Surgical,ISRG,Health Care,2016,0.001147771,0.000779682,0.000737678,0.02661466,0.000759614,0.000957443,0.004223207,0.00410848,0.000840989,0.000862171,0.005477639,0.000713137,0.016725455,0.000744747,0.001397932,0.00072521,0.00728205,0.000838825,0.000743819,0.000895641,0.001031195,0.00077789,0.000982437,0.003005376,0.00104354,0.000749069,0.002072925,0.007926608,0.00071859,0.000781601,0.00875854,0.000726764,0.000758859,0.001430573,0.001031501,0.00217695,0.000755263,0.000843799,0.000704418,0.003702026,0.000755978,0.001030398,0.004016816,0.000757927,0.009064594,0.00077936,0.000688883,0.706336658,0.004131152,0.000780672,0.000693286,0.00072788,0.000781908,0.000696727,0.00089281,0.000968936,0.000861895,0.000835148,0.000810423,0.004176474,0.004198592,0.000694752,0.000830196,0.001042889,0.000764311,0.001615929,0.000811473,0.007070213,0.000925379,0.000799541,0.000796757,0.003756352,0.001149864,0.001983882,0.001017432,0.000803272,0.000790001,0.006745442,0.000696858,0.000720146,0.000823424,0.000749157,0.000864637,0.000735466,0.000850082,0.000889612,0.000741517,0.001167024,0.053847754,0.000748162,0.000752793,0.001222779,0.000924314,0.004709766,0.019450052,0.009383914,0.000922989,0.001868954,0.000926391,0.004865926
UnitedHealth Group,UNH,Health Care,2019,0.000931564,0.000980489,0.000886234,0.000914145,0.001135766,0.001696815,0.000802278,0.001105181,0.001264771,0.022471889,0.000947783,0.00079456,0.000885302,0.000905258,0.001154537,0.005811732,0.008377273,0.001028,0.006833513,0.000953374,0.000890719,0.001186592,0.001017603,0.000852206,0.000900079,0.00088869,0.00085217,0.000996986,0.000890947,0.000865189,0.012178967,0.000750208,0.000872195,0.001229911,0.503746726,0.000847106,0.000822573,0.000934837,0.008871702,0.010325363,0.000959721,0.001369535,0.004703085,0.001240702,0.00086217,0.012008247,0.000754095,0.015331446,0.000865925,0.000815972,0.000796622,0.00110947,0.001146309,0.000715959,0.001192316,0.041355933,0.04636701,0.001185135,0.001114484,0.000781734,0.001015778,0.00072958,0.000903906,0.031722192,0.000888893,0.002836868,0.000840109,0.022584643,0.001056637,0.000875265,0.000808412,0.000879062,0.00125133,0.000938211,0.023328614,0.000941015,0.001033797,0.003192467,0.000747355,0.006820849,0.000920054,0.000835617,0.009895367,0.000714541,0.000999217,0.000963456,0.000855193,0.000955041,0.000779048,0.000764369,0.000775712,0.000821795,0.000987308,0.019594842,0.070810912,0.000926228,0.019142438,0.000850872,0.019196767,0.001339139
Danaher Corporation,XRAY,Health Care,2015,0.05075109,0.001146808,0.001402303,0.001218497,0.001240366,0.001174523,0.019931292,0.001881097,0.001409141,0.001612607,0.001117563,0.001056861,0.014429031,0.001198559,0.011153593,0.00352798,0.00188699,0.002451871,0.001147236,0.001414432,0.001171568,0.001175497,0.001252265,0.001086824,0.010331007,0.001363103,0.026530316,0.00158794,0.001190203,0.001132813,0.001160808,0.00102679,0.001534115,0.002728825,0.004408438,0.001424387,0.001437882,0.001265507,0.007309441,0.012300077,0.029849893,0.002738414,0.000948263,0.001684725,0.001177918,0.001234225,0.000989132,0.001232276,0.049434993,0.001100381,0.003112759,0.001119123,0.001068842,0.000938411,0.004122668,0.001199675,0.001441017,0.00153989,0.001179792,0.001084551,0.010971651,0.099787964,0.002190557,0.002646908,0.001085156,0.003260403,0.001159747,0.003391493,0.001225609,0.001422813,0.001143081,0.001149196,0.001723489,0.001344241,0.002450653,0.001975768,0.001082848,0.004003226,0.146803346,0.001117255,0.003343702,0.001003519,0.001245806,0.022184767,0.001671667,0.003024585,0.001864683,0.205919015,0.00124069,0.007545126,0.001128027,0.001165021,0.001074666,0.012611411,0.026427071,0.10054525,0.001488836,0.001195689,0.004246115,0.001372357
CVS Health,CVS,Health Care,2019,0.002452218,0.001650133,0.001149644,0.001362294,0.001351726,0.001432961,0.001530633,0.003632141,0.001265827,0.001505379,0.00111735,0.00103444,0.001354961,0.001366869,0.001143265,0.003497479,0.001529704,0.003463087,0.009525014,0.00215266,0.001618703,0.001227724,0.004950521,0.001127133,0.001106066,0.001266487,0.003498294,0.005475091,0.001614552,0.001229608,0.006591304,0.001125026,0.001149562,0.001113849,0.525074275,0.001364395,0.00128251,0.001122104,0.001192189,0.001249697,0.009827629,0.001857139,0.001037369,0.001283714,0.00140389,0.005968536,0.001075208,0.001068588,0.001455293,0.001204431,0.001362668,0.001112022,0.012145408,0.001134186,0.001505627,0.067793835,0.001649361,0.002507874,0.002310998,0.001072543,0.001270246,0.001233627,0.001455558,0.011410925,0.001190523,0.014927569,0.001150466,0.009219812,0.001818406,0.001890247,0.003975242,0.00125912,0.003951907,0.001644817,0.046832097,0.014511732,0.003584164,0.00102019,0.001514918,0.005904718,0.002389089,0.001265371,0.001277987,0.001011146,0.001281601,0.025037557,0.001349451,0.001156235,0.001348873,0.001058485,0.052749674,0.001618389,0.001186569,0.014681086,0.002246646,0.001196948,0.001271029,0.027643084,0.00159502,0.002196283
Thermo Fisher Scientific,TMO,Health Care,2015,0.000995826,0.000663881,0.000582903,0.005944342,0.00422392,0.000874474,0.384714006,0.000709548,0.000610519,0.000661344,0.002461049,0.000552157,0.000787645,0.000599934,0.008159723,0.001021125,0.000614449,0.001470669,0.000641015,0.000767433,0.001832602,0.000608968,0.000652344,0.012665071,0.006242465,0.000642938,0.000901921,0.002421919,0.000623334,0.000660107,0.025022473,0.007297438,0.000631138,0.000693097,0.012723631,0.009760211,0.000662462,0.000655865,0.000653783,0.000723353,0.000696169,0.000703254,0.007941646,0.000672358,0.003690675,0.000650921,0.002284173,0.000647629,0.113917942,0.000673919,0.000654219,0.00923453,0.000596629,0.000520104,0.000851795,0.000641967,0.000722523,0.000674098,0.000699834,0.000552505,0.001874776,0.000524634,0.0006176,0.004900741,0.000628728,0.038567245,0.00056235,0.002966215,0.000644525,0.00074536,0.000647822,0.000624644,0.002351459,0.001023321,0.000639944,0.000670973,0.000580345,0.000501285,0.120514382,0.000562453,0.000862682,0.000523056,0.000670886,0.000548793,0.000617091,0.000612919,0.009833341,0.062810918,0.000557664,0.006181678,0.000602772,0.000582613,0.000595422,0.003934038,0.004712777,0.009997237,0.000643862,0.063972388,0.000573107,0.000859981
CVS Health,CVS,Health Care,2022,0.000811946,0.000938337,0.00061671,0.000665825,0.000667561,0.000778785,0.000629504,0.000869759,0.000820602,0.000723798,0.010936417,0.000572271,0.000657091,0.000894469,0.002384441,0.005221793,0.000647046,0.000603112,0.000829366,0.000605691,0.004338125,0.007840122,0.000682248,0.008405129,0.00057815,0.001142068,0.002924705,0.009880318,0.000725014,0.000585695,0.014107306,0.023136709,0.000679092,0.003965535,0.709276677,0.00061257,0.000775452,0.000599128,0.000627425,0.00084445,0.000672774,0.001395852,0.000868182,0.000836909,0.000565513,0.000807982,0.000569827,0.000619647,0.000617933,0.000656141,0.000551326,0.000671218,0.000564976,0.000536122,0.00060382,0.012622838,0.001818118,0.000659261,0.000619654,0.004449083,0.000596244,0.003304966,0.002762818,0.005533269,0.01621252,0.016344762,0.000601157,0.008343376,0.00166677,0.000864872,0.002730402,0.000835938,0.000666204,0.000585527,0.00110378,0.000925789,0.000697239,0.006411052,0.000913227,0.00214779,0.000556406,0.000765607,0.00067912,0.000510509,0.00062939,0.001869474,0.000617967,0.000742432,0.000570488,0.000543834,0.015090421,0.000636622,0.000582248,0.004054133,0.042086798,0.000627893,0.000733396,0.000754168,0.0006677,0.000726074
Quest Diagnostics,DGX,Health Care,2024,0.003456177,0.001136861,0.001187242,0.001031446,0.001060862,0.027482388,0.100788974,0.002220176,0.001419283,0.002266425,0.001205256,0.000944872,0.001001939,0.001194589,0.001334602,0.000878987,0.004758373,0.00343798,0.00700177,0.012196237,0.001017804,0.001077548,0.001677901,0.404872658,0.001141814,0.001152708,0.001285615,0.001615053,0.001003902,0.001253582,0.000955428,0.000932023,0.001174001,0.054182177,0.127765209,0.005167943,0.001022262,0.001010724,0.004249514,0.001571105,0.001228324,0.001506011,0.002643512,0.001697228,0.001028025,0.001213073,0.000959908,0.001251406,0.021452001,0.001491922,0.000976107,0.001402187,0.001072962,0.00541,0.001095129,0.001219942,0.002907027,0.001039857,0.014678022,0.000883235,0.001930246,0.005590759,0.000987117,0.00148351,0.001095927,0.00130661,0.001246916,0.002064993,0.001393929,0.00185858,0.001380895,0.001185229,0.002675825,0.001209854,0.006499998,0.001206057,0.000948698,0.004778301,0.000947919,0.000927709,0.001345341,0.000968629,0.011279832,0.000859343,0.012639884,0.001101262,0.001349701,0.001105979,0.015225532,0.000959289,0.000966496,0.002011289,0.001141373,0.007922017,0.015308454,0.00134529,0.000986902,0.002533523,0.023628756,0.001312746
Cerner Corporation,CERN,Health Care,2017,0.001058232,0.000842421,0.001107138,0.001028699,0.102381857,0.164250041,0.0009592,0.020079287,0.000905357,0.002410792,0.000849287,0.000881335,0.000877433,0.001119046,0.035687672,0.000877954,0.001037174,0.000900797,0.001630367,0.005605935,0.00106549,0.00087015,0.001011646,0.000850362,0.001319458,0.000817684,0.053729997,0.002934124,0.009096398,0.001013048,0.008363216,0.000786889,0.00114889,0.020162156,0.159096899,0.008340116,0.000809417,0.000872668,0.023061366,0.000818562,0.014316222,0.005676962,0.002691593,0.000949809,0.001382731,0.027548093,0.000786653,0.001039924,0.001009976,0.001015079,0.000822714,0.000792942,0.007860704,0.000886064,0.013657978,0.075184643,0.001050996,0.000914291,0.001278261,0.00089658,0.000853545,0.002337811,0.000876532,0.010717536,0.000899038,0.000997184,0.000809065,0.001113838,0.000892817,0.000848701,0.001166622,0.001087154,0.004758569,0.000820496,0.000897781,0.000857914,0.000800115,0.002884942,0.000879832,0.000864064,0.001248161,0.000783472,0.000900805,0.000714498,0.001562195,0.044391562,0.00079306,0.000966861,0.000777756,0.000859346,0.000872162,0.008020271,0.006465992,0.008245061,0.042514357,0.040161016,0.001480124,0.000889813,0.001613575,0.000955582
Agilent Technologies,A,Health Care,2019,0.011476786,0.001085034,0.001010538,0.038162855,0.001085462,0.045088725,0.01673636,0.00160734,0.001044126,0.000924934,0.000969841,0.00091315,0.000900004,0.000950102,0.001031582,0.000806438,0.001490998,0.001428474,0.00106201,0.000959994,0.001134216,0.001149752,0.001222204,0.007668964,0.001026265,0.001068527,0.001203796,0.022396823,0.01283664,0.001144279,0.006221403,0.000915189,0.001175781,0.000991501,0.001052278,0.001096016,0.000996531,0.000940236,0.001036935,0.001238084,0.001063098,0.001657829,0.011054407,0.001043639,0.003614903,0.075658395,0.000837137,0.007287554,0.466476515,0.001268975,0.008797051,0.00090115,0.00094667,0.000863507,0.001269081,0.001034664,0.014768534,0.001766853,0.001103018,0.000896148,0.001023386,0.001202043,0.001268605,0.005191823,0.00121542,0.014890803,0.000953815,0.00101227,0.0009759,0.000966992,0.001049493,0.001410684,0.001348576,0.030870675,0.000993769,0.001094814,0.00096192,0.000838237,0.00087018,0.001082601,0.0032162,0.002920409,0.001319558,0.000859712,0.017835063,0.001125578,0.032991581,0.001271309,0.000857984,0.052359929,0.000983906,0.001012578,0.001071198,0.000980249,0.001484118,0.008027465,0.001385278,0.00123019,0.000975375,0.00131101
Zoetis,ZTS,Health Care,2023,0.001077806,0.001431145,0.000799433,0.000812861,0.000776695,0.001108176,0.000826385,0.000795753,0.00081892,0.000920551,0.007094616,0.000707645,0.000766828,0.000865038,0.001165746,0.002811721,0.010864361,0.000828216,0.000807226,0.000785446,0.000709538,0.000839242,0.000881115,0.000771073,0.000817907,0.001082467,0.001071939,0.005780078,0.000886597,0.00110391,0.00071334,0.00072037,0.000920203,0.00081802,0.006454557,0.00085316,0.00090593,0.000869839,0.000885181,0.001044918,0.000735422,0.364847317,0.000724776,0.00079254,0.000927505,0.000987517,0.000665051,0.000844559,0.095279728,0.000766871,0.000718308,0.00073838,0.000729015,0.000671877,0.001147818,0.000914084,0.00084845,0.001161245,0.000939725,0.002402584,0.000968843,0.000813117,0.000840621,0.000851195,0.000872546,0.000829042,0.00072571,0.001018012,0.001093711,0.070474411,0.001075438,0.006829053,0.001079499,0.022008402,0.000852294,0.001670491,0.000747514,0.00129721,0.000632121,0.031537009,0.000913146,0.00068409,0.0008595,0.001144228,0.000833399,0.000721745,0.002748785,0.102818614,0.129640694,0.00071286,0.000878457,0.000784544,0.000665826,0.014243302,0.049799062,0.000934628,0.001833758,0.00091918,0.00083684,0.00077438
Henry Schein,HSIC,Health Care,2018,0.026340663,0.002905199,0.007035324,0.009433174,0.000826552,0.000705706,0.000894902,0.000729728,0.000666237,0.000746942,0.000771174,0.00066907,0.000674016,0.000703897,0.007287452,0.000916065,0.00117176,0.052713397,0.001208912,0.002813126,0.000814097,0.000801433,0.000815229,0.00095166,0.006336524,0.025211903,0.018003567,0.008878824,0.003035709,0.000759526,0.00232572,0.000638465,0.00070334,0.0010761,0.104322201,0.00378227,0.01466403,0.000690294,0.004379266,0.005227775,0.043616152,0.001133908,0.000849693,0.000802691,0.001005805,0.005560169,0.00058439,0.000773563,0.044628817,0.000741017,0.000614163,0.000711124,0.000818102,0.000602138,0.00476896,0.001426722,0.000927423,0.000769282,0.001580867,0.008356163,0.015566373,0.000751398,0.000624847,0.00097669,0.000695768,0.000828578,0.000668718,0.00111421,0.001454587,0.000969094,0.000800588,0.000743301,0.000804878,0.00124953,0.001101716,0.000813459,0.00063129,0.000567349,0.000627505,0.0005869,0.000842422,0.000643137,0.001076282,0.001396157,0.000796758,0.00068399,0.000612593,0.032371112,0.00066347,0.000792352,0.000944813,0.003429052,0.000715083,0.03543102,0.062178208,0.378928232,0.001089374,0.001040397,0.000754857,0.001131534
Teleflex,TFX,Health Care,2023,0.051037309,0.00100227,0.000894709,0.034045908,0.00099171,0.001408198,0.007678132,0.005720171,0.001014643,0.000987237,0.001092204,0.00082852,0.023477998,0.000947017,0.00309971,0.003231263,0.004322863,0.001208316,0.000930933,0.001301768,0.000967802,0.000900417,0.001500196,0.000996886,0.036677068,0.001158133,0.001222165,0.002481429,0.000872023,0.000950397,0.000928704,0.00090545,0.00955476,0.006153896,0.018628087,0.001487638,0.001141909,0.001077017,0.000883651,0.001163159,0.000983009,0.0047104,0.001646491,0.008111287,0.001570379,0.0032989,0.00085116,0.109561405,0.025028079,0.005433566,0.000871646,0.000902434,0.001070948,0.003553146,0.001138984,0.00092822,0.001011739,0.019364744,0.000986253,0.000755647,0.000885293,0.003599735,0.000862872,0.001281969,0.005030549,0.007073443,0.000914077,0.016925989,0.034088016,0.00097805,0.001044328,0.001001887,0.001289103,0.038454371,0.001068109,0.001103668,0.000863268,0.000901705,0.001996395,0.000889741,0.001122949,0.002331844,0.00088095,0.078485254,0.001053768,0.000944965,0.000902848,0.276151094,0.00084069,0.006317778,0.000925707,0.00084621,0.001096274,0.01065153,0.041357481,0.001141538,0.001190158,0.022269638,0.001913457,0.002673195
Zoetis,ZTS,Health Care,2018,0.001386557,0.000982689,0.018439869,0.00293474,0.001060794,0.001180327,0.044371028,0.0009428,0.000919687,0.001006036,0.000888601,0.000848227,0.004809545,0.001029506,0.015965619,0.003139789,0.001053827,0.010641411,0.00442134,0.000998239,0.000917344,0.009151824,0.001321392,0.003555578,0.001111655,0.001500017,0.001184383,0.098081135,0.000885612,0.001822564,0.000924468,0.00091326,0.00100083,0.000902068,0.001047403,0.008760524,0.00104435,0.001045904,0.001230764,0.001175822,0.002129687,0.305580656,0.000834246,0.000982157,0.000952477,0.001044505,0.000805389,0.000918149,0.001061432,0.001019066,0.001476983,0.00097238,0.000993232,0.001429506,0.001309638,0.001057681,0.001434511,0.001305276,0.014312267,0.001853454,0.013215913,0.000797886,0.001079084,0.001112967,0.000920419,0.007954765,0.002039951,0.001446035,0.001780792,0.002778176,0.000983675,0.001074919,0.010683163,0.001192163,0.001113515,0.00103655,0.000918962,0.003524546,0.00087176,0.001725601,0.000998849,0.000921661,0.001125609,0.00081131,0.001080996,0.001090989,0.001136855,0.272006329,0.000900904,0.000973543,0.00094375,0.000956158,0.001235114,0.004049335,0.02777148,0.004167986,0.001021225,0.020802757,0.001109761,0.004574332
Incyte,INCY,Health Care,2023,0.001042946,0.000802806,0.001000111,0.000769344,0.000869473,0.001682629,0.000794068,0.001598636,0.000837654,0.000818884,0.000779224,0.00075248,0.0011597,0.000777727,0.000916539,0.000890848,0.000918765,0.000847167,0.000881112,0.000984428,0.000962518,0.000843907,0.000892947,0.0008036,0.000784893,0.000779177,0.000963168,0.001742503,0.000884065,0.000810656,0.000835281,0.000858721,0.000835562,0.000871888,0.001798099,0.000835093,0.025174079,0.000807778,0.000785784,0.000763044,0.002630314,0.000846428,0.000698724,0.000857349,0.000978813,0.000877965,0.000747994,0.000792763,0.000815528,0.004587151,0.00081011,0.000841403,0.000746159,0.008385869,0.00089374,0.000916177,0.000892176,0.000944217,0.001758227,0.002990331,0.000803823,0.000765964,0.000826228,0.000985306,0.000798073,0.007413652,0.000742192,0.000927402,0.000801532,0.000936554,0.00080351,0.003783822,0.001567358,0.000690448,0.006654381,0.001091454,0.001003805,0.000924281,0.000782508,0.000758082,0.002424576,0.000840034,0.000857355,0.000685758,0.000844392,0.000924535,0.000904737,0.000847968,0.025858438,0.001338648,0.000747027,0.000855064,0.00075784,0.003787431,0.825327538,0.000897487,0.000836999,0.000994315,0.001080038,0.000960703
Idexx Laboratories,IDXX,Health Care,2017,0.000832609,0.000795322,0.000721265,0.000805177,0.000744943,0.00073046,0.044247467,0.000634836,0.000711639,0.000841292,0.000645489,0.001017917,0.002152713,0.00071883,0.000669535,0.011800686,0.000906153,0.000699903,0.004100786,0.001025764,0.000636438,0.000657863,0.000769351,0.029918078,0.000731964,0.000934317,0.000737854,0.00123297,0.000772534,0.000851206,0.000717204,0.003118356,0.00073116,0.000648037,0.000798638,0.000726095,0.000656793,0.000633721,0.00092008,0.001160047,0.000768582,0.001330397,0.001608359,0.00111735,0.002351238,0.001579284,0.000610876,0.000829943,0.003570978,0.000644072,0.000621657,0.01571843,0.001595559,0.003758508,0.000685186,0.000703546,0.008484846,0.000916733,0.000685746,0.000720331,0.003150861,0.00072623,0.000758125,0.010447328,0.000631857,0.000813787,0.000648875,0.001125855,0.000969065,0.000796797,0.001180196,0.000796043,0.001381317,0.000713204,0.000774749,0.000739504,0.000634068,0.004307251,0.000728901,0.000669723,0.000717855,0.001067094,0.000714164,0.003137095,0.000828925,0.001092489,0.000655286,0.020504784,0.0006715,0.000654456,0.004757472,0.000707675,0.000731276,0.000590155,0.021723482,0.727637848,0.000782131,0.00893938,0.000848524,0.000787557
